accessionmethod,accessionyear,accesslevel,century,classification,classificationid,colorcount,colors,commentary,contact,contextualtextcount,copyright,creditline,culture,datebegin,dated,dateend,dateoffirstpageview,dateoflastpageview,department,description,details,dimensions,division,edition,exhibitioncount,groupcount,id,imagecount,imagepermissionlevel,images,labeltext,lastupdate,markscount,mediacount,medium,objectid,objectnumber,people,peoplecount,period,periodid,primaryimageurl,provenance,publicationcount,rank,relatedcount,seeAlso,signed,standardreferencenumber,state,style,technique,techniqueid,title,titlescount,totalpageviews,totaluniquepageviews,url,verificationlevel,verificationleveldescription,worktypes
Bequest,1895.0,1,19th century,Paintings,26,10,"[{'percent': 0.19214285714286, 'spectrum': '#8362aa', 'color': '#7d7d7d', 'css3': '#808080', 'hue': 'Grey'}, {'percent': 0.12005952380952, 'spectrum': '#59ba4a', 'color': '#644b32', 'css3': '#556b2f', 'hue': 'Brown'}, {'percent': 0.11095238095238, 'spectrum': '#955ba5', 'color': '#e1e1e1', 'css3': '#dcdcdc', 'hue': 'Grey'}, {'percent': 0.10720238095238, 'spectrum': '#8c5fa8', 'color': '#afafaf', 'css3': '#a9a9a9', 'hue': 'Grey'}, {'percent': 0.10202380952381, 'spectrum': '#8761aa', 'color': '#969696', 'css3': '#a9a9a9', 'hue': 'Grey'}, {'percent': 0.098809523809524, 'spectrum': '#8c5fa8', 'color': '#c8c8c8', 'css3': '#c0c0c0', 'hue': 'Grey'}, {'percent': 0.085357142857143, 'spectrum': '#955ba5', 'color': '#fafafa', 'css3': '#fffafa', 'hue': 'White'}, {'percent': 0.078333333333333, 'spectrum': '#59ba4a', 'color': '#64644b', 'css3': '#696969', 'hue': 'Green'}, {'percent': 0.05827380952381, 'spectrum': '#3db657', 'color': '#323219', 'css3': '#2f4f4f', 'hue': 'Brown'}, {'percent': 0.017380952380952, 'spectrum': '#c85783', 'color': '#af7d64', 'css3': '#cd5c5c', 'hue': 'Brown'}]",,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Bequest of Mrs. William Hayes Fogg",Unidentified culture,0,19th century,0,2010-11-11,2017-05-03,"Department of Paintings, Sculpture & Decorative Arts",,,image: 21.3 x 25 cm (8 3/8 x 9 13/16 in.),European and American Art,,0,0,231944,1,0,"[{'height': 768, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20488410', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:LEG002733_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20488410, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 314870, 'renditionnumber': 'LEG002733'}]",,2018-11-05T04:00:08-0500,0,0,Oil on canvas,231944,1895.655,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:LEG002733_dynmc,"Mrs. William Hayes Fogg, New York, NY, Bequest to Fogg Art Museum, 1895.
",0,46793,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/231944', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Bonlak on the Nile near Cairo,1,18,14,https://www.harvardartmuseums.org/collections/object/231944,4,"Best. Object is extensively researched, well described and information is vetted","[{'worktypeid': '242', 'worktype': 'painting'}]"
Bequest,1895.0,1,19th century,Jewelry,19,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Bequest of Mrs. William Hayes Fogg",Unidentified culture,0,19th century,0,2010-10-22,2016-02-09,"Department of Paintings, Sculpture & Decorative Arts",,,8.57 x 3.81 cm (3 3/8 x 1 1/2 in.),European and American Art,,0,0,232012,1,0,"[{'height': 804, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20674415', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:VRS33173_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20674415, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 127237, 'renditionnumber': '33173'}]",,2018-11-05T04:00:09-0500,0,0,Silver with glass backing,232012,1895.602,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:VRS33173_dynmc,"Mrs. William Hayes Fogg, New York, NY, Bequest to Fogg Art Museum, 1895.
",0,46734,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/232012', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Openwork Pendant,1,16,12,https://www.harvardartmuseums.org/collections/object/232012,3,Good. Object is well described and information is vetted,"[{'worktypeid': '255', 'worktype': 'pendant'}]"
Bequest,1895.0,1,19th century,Jewelry,19,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Bequest of Mrs. William Hayes Fogg",Unidentified culture,0,19th century,0,2012-07-09,2016-11-22,"Department of Paintings, Sculpture & Decorative Arts",,,0.64 x 6.03 cm (1/4 x 2 3/8 in.),European and American Art,,0,0,232557,1,0,"[{'height': 824, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20674452', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:VRS33220_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20674452, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 127249, 'renditionnumber': '33220'}]",,2018-11-05T04:00:14-0500,0,0,Ceramic,232557,1895.616,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:VRS33220_dynmc,"Mrs. William Hayes Fogg, New York, NY, Bequest to Fogg Art Museum, 1895.
",0,46752,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/232557', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Ceramic Bangle,1,12,9,https://www.harvardartmuseums.org/collections/object/232557,3,Good. Object is well described and information is vetted,"[{'worktypeid': '52', 'worktype': 'bracelet'}]"
Purchase,,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Purchase through the generosity of Melvin R. Seiden",Unidentified culture,1867,c. 1872,1877,2010-10-29,2015-11-23,Department of Photographs,,,image: 13.5 x 22.4 cm (5 5/16 x 8 13/16 in.),European and American Art,,0,0,280685,0,0,,,2018-11-05T04:08:16-0500,1,0,,280685,P1982.362.8,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,,"Seiden & de Cuevas, Inc., New York, New York. on Long Term Loan at the Fogg Art Museum from 1977 to 1982
",0,233467,1,,,,,,Albumen silver print,110.0,The Taj (Taj Mahal) (from a reproduction),2,7,4,https://www.harvardartmuseums.org/collections/object/280685,3,Good. Object is well described and information is vetted,"[{'worktypeid': '45', 'worktype': 'book page'}, {'worktypeid': '259', 'worktype': 'photograph'}]"
Purchase,,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Purchase through the generosity of Melvin R. Seiden",Unidentified culture,1867,c. 1872,1877,2010-10-29,2013-07-30,Department of Photographs,,,image: 23 x 13.5 cm (9 1/16 x 5 5/16 in.),European and American Art,,0,0,280708,0,0,,,2018-11-05T04:08:16-0500,1,0,,280708,P1982.362.10,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,,"Seiden & de Cuevas, Inc., New York, New York. on Long Term Loan at the Fogg Art Museum from 1977 to 1982
",0,233469,1,,,,,,Albumen silver print,110.0,The Kootub Minar (from a reproduction),2,4,3,https://www.harvardartmuseums.org/collections/object/280708,3,Good. Object is well described and information is vetted,"[{'worktypeid': '259', 'worktype': 'photograph'}, {'worktypeid': '45', 'worktype': 'book page'}]"
Purchase,,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Purchase through the generosity of Melvin R. Seiden",Unidentified culture,1870,c. 1870-c. 1890,1890,2012-08-12,2017-08-13,Department of Photographs,,,"image: 25.7 x 20.2 cm (10 1/8 x 7 15/16 in.)
mount: 30.5 x 37.8 cm (12 x 14 7/8 in.)",European and American Art,,0,0,280784,1,0,"[{'height': 827, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/44369128', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:DDC238425_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 44369128, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 413146, 'renditionnumber': 'DDC238425'}]",,2018-11-05T04:08:17-0500,0,0,,280784,P1982.367.2,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:DDC238425_dynmc,"Sotheby Parke Bernet & Co., New York, New York, sold to Seiden & de Cuevas Inc., 1980.
Seiden & de Cuevas, Inc., New York, New York, purchased from Sotheby Parke Bernet, New York, N, 1980, Gift to the Fogg Art Museum, 1982. on Long Term Loan to the Fogg Art Museum from 1980 to 1982
",0,233530,1,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/280784', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Albumen silver print,110.0,Untitled (tattooed man),2,11,8,https://www.harvardartmuseums.org/collections/object/280784,3,Good. Object is well described and information is vetted,"[{'worktypeid': '9', 'worktype': 'album page'}, {'worktypeid': '259', 'worktype': 'photograph'}]"
Transfer,1977.0,1,Unidentified century,Tools and Equipment,32,0,,,am_asianmediterranean@harvard.edu,1,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University",Unidentified culture,0,n.d.,0,2012-01-30,2016-11-22,Department of Ancient and Byzantine Art & Numismatics,,"{'technical': [{'text': 'ICP-MS/AAA data from sample, Leaded Bronze:\r\nPoint 1 (handle): Cu, 76.66; Sn, 6.72; Pb, 16.23; Zn, 0.004; Fe, 0.01; Ni, 0.04; Ag, 0.05; Sb, 0.08; As, 0.15; Bi, 0.029; Co, 0.025; Au, less than 0.01; Cd, less than 0.001\r\nJ. Riederer', 'type': 'Chemical Composition', 'formattedtext': '<P><SPAN style=""FONT-SIZE: 12pt; FONT-FAMILY: \'Times New Roman\',\'serif\'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA""><SPAN style=""FONT-SIZE: 12pt; FONT-FAMILY: \'Times New Roman\',\'serif\'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">ICP-MS/AAA data from sample,</SPAN> Leaded Bronze:</SPAN></P>\r\n<P><SPAN style=""FONT-SIZE: 12pt; FONT-FAMILY: \'Times New Roman\',\'serif\'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Point 1 (handle): Cu, <SPAN style=""mso-no-proof: yes"">76.66</SPAN>; Sn, <SPAN style=""mso-no-proof: yes"">6.72</SPAN>; Pb, <SPAN style=""mso-no-proof: yes"">16.23</SPAN>; Zn, <SPAN style=""mso-no-proof: yes"">0.004</SPAN>; Fe, <SPAN style=""mso-no-proof: yes"">0.01</SPAN>; Ni, <SPAN style=""mso-no-proof: yes"">0.04</SPAN>; Ag, <SPAN style=""mso-no-proof: yes"">0.05</SPAN>; Sb, <SPAN style=""mso-no-proof: yes"">0.08</SPAN>; As, <SPAN style=""mso-no-proof: yes"">0.15</SPAN>; Bi, <SPAN style=""mso-no-proof: yes"">0.029</SPAN>; Co, <SPAN style=""mso-no-proof: yes"">0.025</SPAN>; Au, <SPAN style=""mso-no-proof: yes"">less than 0.01</SPAN>; Cd, less than 0.001</SPAN></P>\r\n<P><SPAN style=""FONT-SIZE: 12pt; FONT-FAMILY: \'Times New Roman\',\'serif\'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">J. Riederer</SPAN></P>'}, {'text': 'The exposed surface is bare metal with some areas of a thin brown patina, such as on the interior of the rim of the strainer, and a few isolated patches of green corrosion products. The surface does not appear to have been stripped. The thin metal is very well preserved; some deformations and stress cracking is evident. There is nothing ancient evident about this strainer.\r\n \r\nThe bowl was formed by hammering sheet metal into shape. Circular lines were inscribed on the interior of the bowl as guides for the punched holes. Lines were also inscribed in the center of the exterior to make a polygonal shape prior to punching the holes. The holes seem to have been punched first from the interior out, then from the exterior in, and then bored out to remove most of the excess metal within the holes. Further finishing of the edges of the holes was done on the exterior, which shows flattened metal around the holes as well as tool marks around some of the holes. \r\n \r\n \r\nCarol Snow and Nina Vinogradskaya (submitted 2002)', 'type': 'Technical Observations', 'formattedtext': '<P class=MsoNormal style=""MARGIN: 0in 0in 3pt""><SPAN style=""mso-ascii-font-family: \'Times New Roman\'; mso-ascii-theme-font: major-bidi; mso-hansi-font-family: \'Times New Roman\'; mso-hansi-theme-font: major-bidi; mso-bidi-font-family: \'Times New Roman\'; mso-bidi-theme-font: major-bidi""><FONT size=3><FONT face=""Times New Roman"">The exposed surface is bare metal with some areas of a thin brown patina, such as on the interior of the rim of the strainer, and a few isolated patches of green corrosion products. The surface does not appear to have been stripped. The thin metal is very well preserved; some deformations and stress cracking is evident. There is nothing ancient evident about this strainer.<?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></FONT></FONT></SPAN></P>\r\n<P class=MsoNormal style=""MARGIN: 0in 0in 3pt""><SPAN style=""mso-ascii-font-family: \'Times New Roman\'; mso-ascii-theme-font: major-bidi; mso-hansi-font-family: \'Times New Roman\'; mso-hansi-theme-font: major-bidi; mso-bidi-font-family: \'Times New Roman\'; mso-bidi-theme-font: major-bidi""><o:p><FONT size=3 face=""Times New Roman"">&nbsp;</FONT></o:p></SPAN></P>\r\n<P class=MsoNormal style=""MARGIN: 0in 0in 3pt""><SPAN style=""mso-ascii-font-family: \'Times New Roman\'; mso-ascii-theme-font: major-bidi; mso-hansi-font-family: \'Times New Roman\'; mso-hansi-theme-font: major-bidi; mso-bidi-font-family: \'Times New Roman\'; mso-bidi-theme-font: major-bidi""><FONT size=3><FONT face=""Times New Roman"">The bowl was formed by hammering sheet metal into shape. Circular lines were inscribed on the interior of the bowl as guides for the punched holes. Lines were also inscribed in the center of the exterior to make a polygonal shape prior to punching the holes. The holes seem to have been punched first from the interior out, then from the exterior in, and then bored out to remove most of the excess metal within the holes. Further finishing of the edges of the holes was done on the exterior, which shows flattened metal around the holes as well as tool marks around some of the holes. <o:p></o:p></FONT></FONT></SPAN></P>\r\n<P class=MsoNormal style=""MARGIN: 0in 0in 3pt""><SPAN style=""mso-ascii-font-family: \'Times New Roman\'; mso-ascii-theme-font: major-bidi; mso-hansi-font-family: \'Times New Roman\'; mso-hansi-theme-font: major-bidi; mso-bidi-font-family: \'Times New Roman\'; mso-bidi-theme-font: major-bidi""><o:p><FONT size=3 face=""Times New Roman"">&nbsp;</FONT></o:p></SPAN></P>\r\n<P class=MsoNormal style=""MARGIN: 0in 0in 3pt""><SPAN style=""mso-ascii-font-family: \'Times New Roman\'; mso-ascii-theme-font: major-bidi; mso-hansi-font-family: \'Times New Roman\'; mso-hansi-theme-font: major-bidi; mso-bidi-font-family: \'Times New Roman\'; mso-bidi-theme-font: major-bidi""><o:p><FONT size=3 face=""Times New Roman"">&nbsp;</FONT></o:p></SPAN></P><SPAN style=""FONT-SIZE: 12pt; FONT-FAMILY: \'Times New Roman\',\'serif\'; mso-ascii-theme-font: major-bidi; mso-hansi-theme-font: major-bidi; mso-bidi-theme-font: major-bidi; mso-fareast-font-family: Cambria; mso-fareast-theme-font: minor-latin; mso-bidi-language: AR-SA; mso-ansi-language: EN-US; mso-fareast-language: EN-US"">Carol Snow and Nina Vinogradskaya (submitted 2002)</SPAN>'}]}",18.3 x 9.1 cm (7 3/16 x 3 9/16 in.),Asian and Mediterranean Art,,0,1,281337,5,0,"[{'height': 713, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/46473799', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:LEG251407_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 46473799, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': None, 'imageid': 428416, 'renditionnumber': 'LEG251407'}, {'height': 0, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/400095413', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:STR017524', 'width': 0, 'publiccaption': 'Detail of the interior of the strainer component', 'idsid': 400095413, 'displayorder': 2, 'format': None, 'copyright': 'President and Fellows of Harvard College', 'imageid': 440735, 'renditionnumber': 'STR017524'}, {'height': 0, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/400095417', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:STR017525', 'width': 0, 'publiccaption': 'Detail of the exterior of the strainer component', 'idsid': 400095417, 'displayorder': 3, 'format': None, 'copyright': 'President and Fellows of Harvard College', 'imageid': 440736, 'renditionnumber': 'STR017525'}, {'height': 593, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/43181749', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:17866_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 43181749, 'displayorder': 4, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 5157, 'renditionnumber': '17866'}, {'height': 637, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/43181750', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:17867_dynmc', 'width': 1024, 'publiccaption': 'reverse', 'idsid': 43181750, 'displayorder': 5, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 125976, 'renditionnumber': '17867'}]",,2018-11-05T04:08:20-0500,0,0,Leaded bronze,281337,1977.216.1988.A-B,,0,Modern,5135.0,https://nrs.harvard.edu/urn-3:HUAM:LEG251407_dynmc,,0,94216,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/281337', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Hammered,2519.0,Strainer,1,11,7,https://www.harvardartmuseums.org/collections/object/281337,4,"Best. Object is extensively researched, well described and information is vetted","[{'worktypeid': '352', 'worktype': 'strainer'}]"
Purchase,,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Purchase through the generosity of Melvin R. Seiden",Unidentified culture,1870,c. 1870-c. 1890,1890,,,Department of Photographs,Objects P1982.367.35-40 are mounted on a single page.,,"image: 9.2 x 13.5 cm (3 5/8 x 5 5/16 in.)
mount: 30.5 x 38 cm (12 x 14 15/16 in.)",European and American Art,,0,0,282015,1,0,"[{'height': 808, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/44369151', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:DDC238448_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 44369151, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 413169, 'renditionnumber': 'DDC238448'}]",,2018-11-05T04:08:23-0500,0,0,,282015,P1982.367.36,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:DDC238448_dynmc,"Seiden & de Cuevas, Inc., New York, New York, purchased from Sotheby Parke Bernet, NY, 1980, Gift to the Fogg Art Museum, 1982. Sotheby's sale May 19-20, 1980. On Long Term Loan at the Fogg Art Museum from 1980 to 1982
",0,233564,1,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/282015', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Albumen silver print,110.0,"Untitled (scene from Chiba, Japan)",3,0,0,https://www.harvardartmuseums.org/collections/object/282015,3,Good. Object is well described and information is vetted,"[{'worktypeid': '9', 'worktype': 'album page'}, {'worktypeid': '259', 'worktype': 'photograph'}]"
Purchase,,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Purchase through the generosity of Melvin R. Seiden",Unidentified culture,1870,c. 1870-c. 1890,1890,2018-09-17,2018-09-17,Department of Photographs,Objects P1982.367.35-40 are mounted on a single page.,,"image: 9.2 x 13.5 cm (3 5/8 x 5 5/16 in.)
mount: 30.5 x 38 cm (12 x 14 15/16 in.)",European and American Art,,0,0,282022,1,0,"[{'height': 808, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/44369151', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:DDC238448_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 44369151, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 413169, 'renditionnumber': 'DDC238448'}]",,2018-11-05T04:08:23-0500,0,0,,282022,P1982.367.40,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:DDC238448_dynmc,"Seiden & de Cuevas, Inc., New York, New York, purchased from Sotheby Parke Bernet, NY, 1980, Gift to the Fogg Art Museum, 1982. Sotheby's sale May 19-20, 1980. On Long Term Loan at the Fogg Art Museum from 1980 to 1982
",0,233568,1,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/282022', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Albumen silver print,110.0,Untitled (boat with passengers),2,1,1,https://www.harvardartmuseums.org/collections/object/282022,3,Good. Object is well described and information is vetted,"[{'worktypeid': '9', 'worktype': 'album page'}, {'worktypeid': '259', 'worktype': 'photograph'}]"
Purchase,,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Purchase through the generosity of Melvin R. Seiden",Unidentified culture,1870,c. 1870-c. 1890,1890,2013-11-23,2015-07-07,Department of Photographs,,,"image: 19.6 x 24.9 cm (7 11/16 x 9 13/16 in.)
mount: 30.5 x 38 cm (12 x 14 15/16 in.)",European and American Art,,0,0,282255,1,0,"[{'height': 842, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/44369160', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:DDC238457_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 44369160, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 413178, 'renditionnumber': 'DDC238457'}]",,2018-11-05T04:08:25-0500,0,0,,282255,P1982.367.58,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:DDC238457_dynmc,"Seiden & de Cuevas, Inc., New York, New York, purchased at Sotheby Parke Bernet NY sale, 1980, Gift to the Fogg Art Museum, 1982. Sale, May 19-20, 1980. On Long Term Loan at the Fogg Art Museum from 1980 to 1982.
",0,233586,1,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/282255', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Albumen silver print,110.0,No. 11. Oebashi Yokohama,2,5,4,https://www.harvardartmuseums.org/collections/object/282255,3,Good. Object is well described and information is vetted,"[{'worktypeid': '9', 'worktype': 'album page'}, {'worktypeid': '259', 'worktype': 'photograph'}]"
Purchase,,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Purchase through the generosity of Melvin R. Seiden",Unidentified culture,1870,c. 1870-c. 1890,1890,2013-11-23,2018-09-17,Department of Photographs,,,"image: 18.6 x 23.5 cm (7 5/16 x 9 1/4 in.)
mount: 30.5 x 38 cm (12 x 14 15/16 in.)",European and American Art,,0,0,282256,1,0,"[{'height': 834, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/44369165', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:DDC238462_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 44369165, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 413183, 'renditionnumber': 'DDC238462'}]",,2018-11-05T04:08:25-0500,0,0,,282256,P1982.367.63,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:DDC238462_dynmc,"Seiden & de Cuevas, Inc., New York, New York, purchased at Sotheby Parke Bernet NY sale, 1980, Gift to the Fogg Art Museum, 1982. Sale, May 19-20, 1980. On Long Term Loan at the Fogg Art Museum from 1980 to 1982.
",0,233591,1,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/282256', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Albumen silver print,110.0,Untitled (crowd on a street),2,8,6,https://www.harvardartmuseums.org/collections/object/282256,3,Good. Object is well described and information is vetted,"[{'worktypeid': '9', 'worktype': 'album page'}, {'worktypeid': '259', 'worktype': 'photograph'}]"
