,accessionmethod,accessionyear,accesslevel,century,classification,classificationid,colorcount,commentary,contact,contextualtextcount,copyright,creditline,culture,datebegin,dated,dateend,dateoffirstpageview,dateoflastpageview,department,description,dimensions,division,edition,exhibitioncount,groupcount,id,imagecount,imagepermissionlevel,labeltext,lastupdate,markscount,mediacount,medium,objectid,objectnumber,people,peoplecount,period,periodid,primaryimageurl,provenance,publicationcount,rank,relatedcount,signed,standardreferencenumber,state,style,technique,techniqueid,title,titlescount,totalpageviews,totaluniquepageviews,url,verificationlevel,verificationleveldescription
35,,,1,14th-15th century,Vessels,57,0,,,0,,"The Metropolitan Museum of Art, The Michael C. Rockefeller Memorial Collection, Gift of Nelson A. Rockefeller, 1969 (1978.412.167)",Chimú,1295,14th-15th century,1505,2018-08-07,2018-11-02,Department of Ancient and Byzantine Art & Numismatics,,13.3 × 9.3 × 14 cm (5 1/4 × 3 11/16 × 5 1/2 in.),,,1,0,356332,1,0,,2018-11-06T04:29:46-0500,0,0,Silver,356332,TL41960.11,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267716,,0,267021,0,,,,,,,Double vessel with monkey,1,23,18,https://www.harvardartmuseums.org/collections/object/356332,0,Unchecked. Object information has not been verified for completeness and has not been vetted
36,,,1,6th century BCE,Vessels,57,0,,,0,,"Museum of Fine Arts, Boston. Gift of H. P. Kidder",Etruscan,-555,550-530 BCE,-525,2018-08-20,2018-11-02,Department of Ancient and Byzantine Art & Numismatics,,18.4 × 13.2 cm (7 1/4 × 5 3/16 in.),,,1,0,356337,1,0,,2018-11-06T04:29:46-0500,0,0,"Terracotta, bucchero",356337,TL41961.3,,0,Archaic period,928.0,https://nrs.harvard.edu/urn-3:HUAM:LEG267721,,0,267026,0,,,,,,,Beaker in the shape of a bent leg,1,5,5,https://www.harvardartmuseums.org/collections/object/356337,0,Unchecked. Object information has not been verified for completeness and has not been vetted
37,,,1,17th century,Sculpture,30,0,,,0,,"Museum of Fine Arts, Boston. Museum purchase with funds donated anonymously and the William Francis Warden Fund, Frank B. Bemis Fund, Mary S. and Edward Jackson Holmes Fund, John Lowell Gardner Fund, and by exchange from the Bequest of William A. Coolidge",German,1605,1610-1620 CE,1625,2018-08-10,2018-11-01,Department of Ancient and Byzantine Art & Numismatics,,33 × 25.4 cm (13 × 10 in.),,,1,0,356339,1,0,,2018-11-06T04:29:46-0500,0,0,"Cast and chased silver, partially gilded and painted with translucent lacquers",356339,TL41961.5,"[{'alphasort': 'Fries, Joachim', 'birthplace': None, 'name': 'Joachim Fries (1579-1620)', 'prefix': None, 'personid': 63157, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Joachim Fries (1579-1620)'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267723,,0,267028,0,,,,,,,Diana and stag automaton,1,25,20,https://www.harvardartmuseums.org/collections/object/356339,0,Unchecked. Object information has not been verified for completeness and has not been vetted
38,,,1,5th century BCE,Vessels,57,0,,,0,,"Paris, Musée du Louvre, Départment des Antiquités Grecques, Étrusques et Romaines",Greek,-505,Early 5th Century BCE,-445,2018-08-07,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,14.4 × 8.7 cm (5 11/16 × 3 7/16 in.),,,1,0,356349,1,0,,2018-11-06T04:29:46-0500,0,0,Terracotta,356349,TL41963.3,"[{'alphasort': 'Douris', 'birthplace': None, 'name': 'Douris', 'prefix': None, 'personid': 18524, 'gender': 'male', 'role': 'Artist', 'displayorder': 1, 'culture': 'Greek', 'displaydate': 'active 500-460 BCE', 'deathplace': None, 'displayname': 'Douris'}]",1,"Archaic period, Late, to Early Classical",1525.0,https://nrs.harvard.edu/urn-3:HUAM:LEG267733,,0,267038,0,,,,,Red-figure,7317.0,Lion-headed mug depicting revelers,1,9,9,https://www.harvardartmuseums.org/collections/object/356349,0,Unchecked. Object information has not been verified for completeness and has not been vetted
39,,,1,4th-6th century,Vessels,57,0,,,0,,"The Cleveland Museum of Art, John L. Severance Fund 1963.478",Sasanian,295,4th-6th century CE,605,2018-08-20,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,6.4 × 14 × 28.4 cm (2 1/2 × 5 1/2 × 11 3/16 in.),,,1,0,356498,1,0,,2018-11-06T04:29:48-0500,0,0,"Silver, partially gilded",356498,TL41967.1,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267740,,0,267045,0,,,,,,,Elliptical bowl,1,5,5,https://www.harvardartmuseums.org/collections/object/356498,0,Unchecked. Object information has not been verified for completeness and has not been vetted
40,,,1,3rd-6th century,Vessels,57,0,,,0,,"Peabody Museum of Archaeology and Ethnology, Harvard University
Gift of the Friends of the Museum, 1916",Moche,345,350-850 CE,855,2018-08-07,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,27 × 21 × 19 cm (10 5/8 × 8 1/4 × 7 1/2 in.),,,1,0,356501,1,0,,2018-11-06T04:29:48-0500,0,0,Painted terracotta,356501,TL41968,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267742,,0,267047,0,,,,,,,Stirrup-spout bottle in the form of a puma attacking a prisoner,1,14,13,https://www.harvardartmuseums.org/collections/object/356501,0,Unchecked. Object information has not been verified for completeness and has not been vetted
41,,,1,1st century BCE,Vessels,57,0,,am_asianmediterranean@harvard.edu,0,,"The Metropolitan Museum of Art, Purchase, Rogers Fund; Enid A. Haupt, Mrs. Donald M. Oenslage, Mrs. Muriel Palitz and Geert C. E. Prins Gifts; Pauline V. Fullerton Bequest; and Bequests of Mary Cushing Fosburgh, Edward C. Moore and Stephen Whitney Phoenix, by exchange, 1979 (9179.447)",Parthian,0,1st century BCE,0,2018-08-07,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,"27.5 cm (10 13/16 in.)
519.7 g",Asian and Mediterranean Art,,1,0,359487,1,0,,2018-11-06T04:30:15-0500,0,0,"Silver, partially gilded",359487,TL41960.13,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267718,,0,267023,0,,,,,,,Rhyton with the forepart of a wild cat,1,18,15,https://www.harvardartmuseums.org/collections/object/359487,0,Unchecked. Object information has not been verified for completeness and has not been vetted
42,Purchase,2012.0,1,18th century,Vessels,57,10,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Paul Clarke Stauffer Fund",British,1771,1771,1771,2012-05-01,2018-11-05,"Department of Paintings, Sculpture & Decorative Arts",,6 x 8 x 14 cm (2 3/8 x 3 1/8 x 5 1/2 in.),European and American Art,,2,1,339949,4,0,,2018-11-06T04:26:57-0500,5,0,Silver with gilt remnants,339949,2012.6,"[{'alphasort': 'Pitts, Thomas I', 'birthplace': None, 'name': 'Thomas Pitts I', 'prefix': None, 'personid': 57428, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': 'British', 'displaydate': 'active c. 1744-1793', 'deathplace': None, 'displayname': 'Thomas Pitts I'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:DDC252675_dynmc,"[J.H. Bourdon-Smith, London, England, sold]; to private collector, sold; [through Thomaston Place Auction Galleries, Thomaston, ME, November 5-6, 2011, lot 646];[to S.J. Shrubsole, New York, NY, sold]; to Harvard Art Museums, 2012.",1,134114,1,,,,,,,Stirrup Cup in the Form of a Fox's Head,2,146,124,https://www.harvardartmuseums.org/collections/object/339949,4,"Best. Object is extensively researched, well described and information is vetted"
43,,,1,19th century,Paintings,26,0,,,0,,"Sterling and Francine Clark Art Institute, Williamstown, Massachusetts",British,1887,1887,1887,2018-07-16,2018-10-31,Department of Ancient and Byzantine Art & Numismatics,,"122.5 × 184.2 cm (48 1/4 × 72 1/2 in.)
frame: 149.7 × 211 × 10.2 cm (58 15/16 × 83 1/16 × 4 in.)",,,1,0,355855,1,0,,2018-11-06T04:29:41-0500,0,0,Oil on canvas,355855,TL41950,"[{'alphasort': 'Alma-Tadema, Lawrence', 'birthplace': 'Dronryp, Netherlands', 'name': 'Lawrence Alma-Tadema', 'prefix': None, 'personid': 31052, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': 'British', 'displaydate': '1836 - 1912', 'deathplace': 'Wiesbaden, Germany', 'displayname': 'Lawrence Alma-Tadema'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:LEG261082,,0,266986,0,,,,,Painted,2125.0,The Women of Amphissa,1,18,15,https://www.harvardartmuseums.org/collections/object/355855,0,Unchecked. Object information has not been verified for completeness and has not been vetted
44,,,1,2nd century BCE,Vessels,57,0,,,0,,"Toledo Museum of Art; Purchased with funds from the Libbey Endowment, Gift of Edward Drummond Libbey, 1988.23",Seleucid,-205,2nd century BCE,-95,2018-08-07,2018-11-01,Department of Ancient and Byzantine Art & Numismatics,,"29.2 × 14.2 cm, 1140.9 g (11 1/2 × 5 9/16 in.)",,,1,0,355860,1,0,,2018-11-06T04:29:41-0500,0,0,"Silver, partially gilded",355860,TL41954,,0,Seleucid period,6281.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261087,,0,266991,0,,,,,,,Rhyton with the forepart of a zebu bull,1,9,9,https://www.harvardartmuseums.org/collections/object/355860,0,Unchecked. Object information has not been verified for completeness and has not been vetted
45,,,1,4th century BCE,Vessels,57,0,,,0,,"Kunsthistorisches Museum Vienna, Antikensammlung",Greek,-395,c. 390 BCE,-385,2018-08-07,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,34.5 × 34.9 cm (13 9/16 × 13 3/4 in.),,,1,0,355861,1,0,,2018-11-06T04:29:41-0500,0,0,Terracotta,355861,TL41955.1,"[{'alphasort': 'Philocleon Reverse Group', 'birthplace': None, 'name': 'Philocleon Reverse Group', 'prefix': None, 'personid': 62877, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Philocleon Reverse Group'}]",1,"Classical period, Late",618.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261088,,0,266992,0,,,,Red-figure,Red-figure,7317.0,Bell krater depicting a symposium,1,17,12,https://www.harvardartmuseums.org/collections/object/355861,0,Unchecked. Object information has not been verified for completeness and has not been vetted
46,,,1,14th-13th century BCE,Vessels,57,0,,,0,,"British Museum, Donated by W. R. Paton, 1887,0501.6

",Minoan,-1405,14th-13th century BCE,-1195,2018-08-07,2018-11-02,Department of Ancient and Byzantine Art & Numismatics,,18.8 × 16.4 cm (7 3/8 × 6 7/16 in.),,,1,0,355865,1,0,,2018-11-06T04:29:41-0500,0,0,Painted terracotta,355865,TL41957.1,,0,"Minoan period, Late",1624.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261092,,0,266995,0,,,,,,,Bull head rhyton,1,9,9,https://www.harvardartmuseums.org/collections/object/355865,0,Unchecked. Object information has not been verified for completeness and has not been vetted
47,,,1,3rd century CE,Vessels,57,0,,,0,,"British Museum, E37452",Sasanian,195,3rd century CE,305,2018-08-16,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,35.5 × 12 cm (14 × 4 3/4 in.),,,1,0,355874,1,0,,2018-11-06T04:29:42-0500,0,0,Glazed terracotta,355874,TL41957.8,,0,Sasanian period,1394.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261101,,0,267002,0,,,,,,,Composite rhyton with the heads of a woman and a buffalo,1,8,7,https://www.harvardartmuseums.org/collections/object/355874,0,Unchecked. Object information has not been verified for completeness and has not been vetted
48,,,1,1st millennium BCE,Vessels,57,0,,,0,,"The Ashmolean Museum, Oxford. Presented by the Estate of Sir Aurel Stein, 1963.",Saka,0,Late 1st millennium BCE,0,2018-08-16,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,27.5 × 16.4 cm (10 13/16 × 6 7/16 in.),,,1,0,355877,1,0,,2018-11-06T04:29:42-0500,0,0,Bronze and copper,355877,TL41958.2,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG261104,,0,267006,0,,,,,,,Rhyton with a centaur holding a goat,1,16,15,https://www.harvardartmuseums.org/collections/object/355877,0,Unchecked. Object information has not been verified for completeness and has not been vetted
49,,,1,14th-11th century BCE,Vessels,57,0,,,0,,"The Ashmolean Museum, Oxford",Iranian,-1350,1350-1000 BCE,-1000,2018-08-07,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,26 × 39 cm (10 1/4 × 15 3/8 in.),,,1,0,355878,1,0,,2018-11-06T04:29:42-0500,0,0,Terracotta,355878,TL41958.3,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG261105,,0,267007,0,,,,,,,Vessel in the form of a hump-backed bull,1,13,11,https://www.harvardartmuseums.org/collections/object/355878,0,Unchecked. Object information has not been verified for completeness and has not been vetted
50,,,1,4th-3rd century BCE,Sculpture,30,0,,,0,,"The Ashmolean Museum, Oxford",Greek,-405,4th-3rd century BCE,-195,2018-08-20,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,28 × 41 × 6 cm (11 × 16 1/8 × 2 3/8 in.),,,1,0,355880,1,0,,2018-11-06T04:29:42-0500,0,0,Marble,355880,TL41958.5,,0,"Hellenistic period, Early",352.0,https://nrs.harvard.edu/urn-3:HUAM:LEG261107,,0,267009,0,,,,,,,Hero relief,1,5,5,https://www.harvardartmuseums.org/collections/object/355880,0,Unchecked. Object information has not been verified for completeness and has not been vetted
51,,,1,1st-2nd century CE,Sculpture,30,0,,,0,,"The Metropolitan Museum of Art, Rogers Fund, 1919 (19.192.3)",Roman Imperial,-5,1st-2nd century CE,205,2018-08-07,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,24.8 × 11.6 × 5.4 cm (9 3/4 × 4 9/16 × 2 1/8 in.),,,1,0,356329,1,0,,2018-11-06T04:29:46-0500,0,0,Bronze,356329,TL41960.8,,0,Roman Imperial period,786.0,https://nrs.harvard.edu/urn-3:HUAM:LEG267713,,0,267018,0,,,,,,,Statuette of a Lar holding a rhyton with the forepart of a goat,1,9,7,https://www.harvardartmuseums.org/collections/object/356329,0,Unchecked. Object information has not been verified for completeness and has not been vetted
52,,,1,4th century BCE,Vessels,57,0,,,0,,"National Archaeological Institute and Museum, Sofia",Thracian,-355,c. 350 BCE,-345,2018-08-07,2018-11-04,Department of Ancient and Byzantine Art & Numismatics,,10.4 × 18.8 cm (4 1/8 × 7 3/8 in.),,,1,0,356346,1,0,,2018-11-06T04:29:46-0500,0,0,"Silver, partially gilded",356346,TL41962.2,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267730,,0,267035,0,,,,,,,Deer head rhyton depicting griffins attacking a bull,1,26,19,https://www.harvardartmuseums.org/collections/object/356346,0,Unchecked. Object information has not been verified for completeness and has not been vetted
53,,,1,5th-4th century BCE,Vessels,57,0,,,0,,"Paris, Musée du Louvre, Départment des Antiquités Orientales",Achaemenid,-605,5th-4th century BCE,-295,2018-08-07,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,,24 × 10 cm (9 7/16 × 3 15/16 in.),,,1,0,356347,1,0,,2018-11-06T04:29:46-0500,0,0,Bronze,356347,TL41963.1,,0,Achaemenid period,3247.0,https://nrs.harvard.edu/urn-3:HUAM:LEG267731,,0,267036,0,,,,,,,Rhyton with the forepart of a wild goat,1,9,7,https://www.harvardartmuseums.org/collections/object/356347,0,Unchecked. Object information has not been verified for completeness and has not been vetted
54,,,1,20th century,Vessels,57,0,,,0,,"John F. Kennedy Presidential Library and Museum, Boston, MA",Georgian,1955,c. 1960,1965,2018-08-20,2018-11-04,Department of Ancient and Byzantine Art & Numismatics,,34.8 × 8.4 cm (13 11/16 × 3 5/16 in.),,,1,0,356502,1,0,,2018-11-06T04:29:48-0500,0,0,"Bovine horn, silver, and niello",356502,TL41969,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267743,,0,267048,0,,,,,,,Drinking horn,1,4,4,https://www.harvardartmuseums.org/collections/object/356502,0,Unchecked. Object information has not been verified for completeness and has not been vetted
55,,,1,4th century BCE,Vessels,57,0,,,0,,"Museum of Fine Arts, Boston. Henry Lillie Pierce Fund",Greek,-365,Second half 4th century BCE,-295,2018-08-07,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,,19.2 × 8.9 cm (7 9/16 × 3 1/2 in.),,,1,0,359489,1,0,,2018-11-06T04:30:15-0500,0,0,Terracotta,359489,TL41961.9,,0,,,https://nrs.harvard.edu/urn-3:HUAM:LEG267727,,0,267032,0,,,,,,,Griffin head mug,1,11,9,https://www.harvardartmuseums.org/collections/object/359489,0,Unchecked. Object information has not been verified for completeness and has not been vetted
56,Purchase,1991.0,1,5th-6th century,Vessels,57,8,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Partial gift of Maria C. Henderson and partial purchase through the Ernest B. and Helen Pratt Dane Fund for the Acquisition of Oriental Art",Korean,467,late 5th cent. - first half 6th cent.,549,2009-08-05,2018-10-30,Department of Asian Art,,30.5 x 17.2 cm (12 x 6 3/4 in.),Asian and Mediterranean Art,,1,0,78216,4,0,,2018-11-06T03:46:24-0500,0,0,"Gray stoneware with incised, appliqué, and openwork decoration and with splashes of natural ash glaze",78216,1991.509,,0,"Three Kingdoms period, Silla, 57 BCE-668 CE",956.0,https://nrs.harvard.edu/urn-3:HUAM:764519,"Ex-coll: Gregory (1922-1988) and Maria C. Henderson, Medford, Massachusetts",3,111575,2,,,,,,,Horn cup and pedestal stand,1,110,71,https://www.harvardartmuseums.org/collections/object/78216,3,Good. Object is well described and information is vetted
57,Gift,1944.0,1,5th century BCE,Vessels,57,7,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Anonymous gift",Chinese,-500,probably 5th century BCE,-400,2009-05-13,2018-11-03,Department of Asian Art,,H. 20.5 x W. 17 x L. 30.8 cm (8 1/16 x 6 11/16 x 12 1/8 in.),Asian and Mediterranean Art,,3,2,204198,7,0,"The move of the Zhou capital eastward in the wake of nomadic invasions marked a diminution of Zhou authority and the rise in power of surrounding states. Although in the earlier Western Zhou period, bronze was employed primarily for ritual vessels, weapons, and tools, during the Eastern Zhou era, it began to be used to make mirrors, bells, and chariot fittings as well. Bronze mirrors were polished smooth on their reflective sides, and their backs were intricately decorated with auspicious symbols or cosmological designs. Their reflectivity was believed to create light in a darkened tomb and to ward off evil. Chariots were vital for military warfare, and those of the powerful were fitted with ornate finials and attachments, which during the Warring States period (475–221 BCE) were often inlaid with precious stones and metals. This technique was also employed with greater frequency in the casting of bronze vessels, revealing yet another shift in the function of such objects, from commemorative status symbols to more decorative vestiges of a ritual tradition.",2018-11-06T04:02:29-0500,0,0,Cast bronze with gray-green patina,204198,1944.57.4,,0,"Zhou dynasty, Warring States period, 475-221 BCE",249.0,https://nrs.harvard.edu/urn-3:HUAM:DDC251409_dynmc,"Private Collection (by 1944), gift; to Fogg Art Museum, 1944.",4,273,0,,,,,,,'He' Ritual Wine Vessel in the Form of a Standing Duck,1,849,685,https://www.harvardartmuseums.org/collections/object/204198,3,Good. Object is well described and information is vetted
58,Gift,1937.0,1,9th-12th century,Vessels,57,10,"Beak-spouted vessels of clay or bronze were a regular occurrence in Iron Age Iran. Their shape tend to be assimilated to that of a bird by the addition a crop at the neck and often also eyes. Buff examples with reddish-brown painted decoration comprising geometric motifs as well as animal figures are known from ""Cemetery B"" at Tepe Sialk, near Kashan on the Iranian plateau.",am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Anonymous Gift",Iranian,-900,9th-8th century BCE,-700,2010-11-25,2018-10-30,Department of Ancient and Byzantine Art & Numismatics,"The vessel has a shallow foot with flat base. A slight edge marks the transition of shoulder to neck, which opens in a flaring mouth. A flat strap handle connects lip and shoulder. Opposite the handle is a spout terminating in a long, trough-shaped and tapering beak (the very tip appears to be missing). It is linked to the vessel’s lip by a small bridge of clay. The bird-like appearance of the vessel is reinforced by a crop on the “neck” of the spout, below the “beak.” Two raised points towards the rear of the vessel, one on each side of the handle, were perhaps inspired by bird anatomy or by the bosses covering rivets on metal vessels of similar shape.

The body of the vessel is fired buff to light reddish brown. Its surface is polished and painted with dark reddish-brown decoration. The most elaborate patterns occur at the transition to the spout, where a row of elongated triangles is reminiscent of a bird’s breast feathers. Other motifs include checkerboard and crosshatching. A large diamond filled with checkerboard decorates each side of the vessel, elongated triangles run along the beak-shaped spout, and wavy bands encircle the vessel’s mouth. The handle bears zigzag decoration with interspersed dots, the handle base is framed by volutes, and there is a diamond filled with dotted crosshatching below. On the vessel's interior, the lip is lined with dots, which also appear on the exterior at the transition from shoulder to neck and above the foot. The unpolished underside of the foot shows a sloppily painted cross with a dot in each quadrant, as well as smudged paint.

The vessel’s mouth and spout are reassembled from a number of fragments; some 40% of the lip are restored. The painted decoration is abraded where the vessel’s circumference is the largest. 
",18.5 x 33 x 18 cm (7 5/16 x 13 x 7 1/16 in.),Asian and Mediterranean Art,,2,0,216624,5,0,,2018-11-06T04:05:07-0500,0,0,Terracotta,216624,1937.12,,0,Iron Age II-III,7385.0,https://nrs.harvard.edu/urn-3:HUAM:STR017978,Private collection.,0,61920,0,,,,,Wheel-made,635.0,Beak-Spouted Pitcher,1,244,204,https://www.harvardartmuseums.org/collections/object/216624,3,Good. Object is well described and information is vetted
59,Gift,1996.0,1,18th century,Prints,23,6,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Anonymous Gift",French,1763,1763,1763,2009-12-16,2018-10-31,Department of Prints,,"Image: 30 × 21 cm (11 13/16 × 8 1/4 in.)
Plate: 32.2 × 22.4 cm (12 11/16 × 8 13/16 in.)
Sheet: 32.5 × 22.8 cm (12 13/16 × 9 in.)",European and American Art,,1,0,263060,1,0,,2018-11-06T04:14:07-0500,0,0,,263060,M23213,"[{'alphasort': 'Saint-Non, Jean-Claude Richard, Abbé de', 'birthplace': 'Paris', 'name': 'Jean-Claude Richard, Abbé de Saint-Non', 'prefix': None, 'personid': 28464, 'gender': 'male', 'role': 'Artist', 'displayorder': 1, 'culture': 'French', 'displaydate': '1727 - 1791', 'deathplace': 'Paris', 'displayname': 'Jean-Claude Richard, Abbé de Saint-Non'}, {'alphasort': 'Robert, Hubert', 'birthplace': 'Paris', 'name': 'Hubert Robert', 'prefix': 'After', 'personid': 28325, 'gender': 'male', 'role': 'Artist after', 'displayorder': 2, 'culture': 'French', 'displaydate': '1733 - 1808', 'deathplace': 'Paris', 'displayname': 'After Hubert Robert'}]",2,,,https://nrs.harvard.edu/urn-3:HUAM:INV115081_dynmc,,0,219265,0,,Cayeux 43,before the number,,Etching,116.0,"Frieze of Five Dancing Women, Vase Decorated with Male Heads, Rhyton with a Bull's Head, Statue of a Child Milking a Goat, Anubis Seated",2,141,112,https://www.harvardartmuseums.org/collections/object/263060,2,Adequate. Object is adequately described but information may not be vetted
60,Bequest,1925.0,1,6th century BCE,Vessels,57,10,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Joseph C. Hoppin",Greek,-535,c. 530 BCE,-525,2009-09-17,2018-11-03,Department of Ancient and Byzantine Art & Numismatics,"Interior: Gorgoneion, drawn in outline, with irises and lips in added white, the tongue and hair in added red; Exterior: Quadripartite with two eye-areas and two handle-areas. In between each set of large eyes is a rudimentary nose. Between the eyebrows is a teardrop-shaped mark flanked by dots; another dot above the nose. The irises are painted white. Nude komasts flank each pair of eyes near the handles. All but one are beardless and all have red hair. Beneath each handle is an inverted lotus bud with dots. A rounded fillet separates the bowl of the kylix from its pedestalled foot. Condition: One piece of rim broken off and repaired; otherwise intact.","11.7 x 23 cm (4 5/8 x 9 1/16 in.)
with handles: 11.7 x diam. 30.2 cm (4 5/8 x 11 7/8 in.)",Asian and Mediterranean Art,,2,0,292633,6,0,,2018-11-06T04:19:25-0500,0,1,"Terracotta
",292633,1925.30.19,,0,Archaic period,928.0,https://nrs.harvard.edu/urn-3:HUAM:764516,"Joseph Clark Hoppin, Purchased in Athens, 1897, Bequest to Fogg Art Museum, 1925.
",5,51032,0,,Beazley Archive Database #13318,,Black-figure,Black-figure,7318.0,Eye Cup,1,384,310,https://www.harvardartmuseums.org/collections/object/292633,3,Good. Object is well described and information is vetted
61,Bequest,1925.0,1,5th century BCE,Vessels,57,10,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Bequest of Joseph C. Hoppin",Greek,-425,420-400 BCE,-395,2010-01-24,2018-11-05,Department of Ancient and Byzantine Art & Numismatics,"The scene on the front of the pelike (jar) comprises five figures: a couple consisting of a woman and a young man, flanked by a boy and second woman, respectively. A small Eros flutters in between. The central woman holds a lobed shallow bowl--likely meant to be of precious metal--in her proper left hand and lifts the upper edge of her finely pleated garment with her right. She faces a young man seated on a rocky outcrop, which is indicated by fine lines incised into the black background. He sits in a relaxed pose, with crossed legs, his right hand placed on his knee, and holding two long spears in his left. His richly patterned clothing consists of a cap with long flaps and a body suit with zigzag patterns below a sleeveless garment richly decorated with elongated triangles, volutes, diamonds, and a wreath motif. Reminiscent of the clothing worn by Greece’s eastern neighbors, this highly ornate, “foreign” costume was used by Greek vase painters to characterize barbarians. Here it probably denotes a mythical easterner: Paris, prince of Troy (Adonis has been proposed, as well).

Paris’ gaze is focused on the woman before him, likely the beautiful Helen, while he is crowned by Eros flying above. The woman behind Paris holds another, now barely visible garland up to his head. She could be the goddess Aphrodite or her companion Peitho (“persuasion”). She stands firmly on the ground line, as does the boy on the other side of the composition. He, too, is characterized by his rich eastern dress with zigzag and leaf patterns and wears a floppy cap with long flaps. With his left he extends a drinking horn, whose striped pattern was probably intended to denote its material as gold or silver, another barbarian attribute and a reference to the wealth of the royal house of Troy.

The simpler scene on the pelike’s back features three women: a central woman holding a box and two fringed, patterned sashes or towels, a woman fully wrapped in a large mantle with a thick, black border (on the left), and another woman with mantle holding what appears to be a garland (on the right). The figures are more cursorily drawn than those on the front. Double palmettes decorate the lower handle attachment.

Most of the finer lines are slightly raised, and raised dots decorate belts and borders of the elaborate garments. Diluted glaze was used for selected ornaments and the soft folds of the caps. Faint traces of added paint remain for the garlands held by Eros and the woman standing behind Paris. On the back, added paint was used to render the hairbands of all three women, the fringes of the sashes held by the central woman, and the garland held by the woman on the right. Pre-drawings are visible on all figures painted on the vessel’s front. The vessel is complete but has some minor surface erosion and manganese staining.
",28.6 x 21.4 cm (11 1/4 x 8 7/16 in.),Asian and Mediterranean Art,,2,0,292637,5,0,,2018-11-06T04:19:25-0500,0,0,Terracotta,292637,1925.30.46,"[{'alphasort': 'Painter of Louvre G 539', 'birthplace': None, 'name': 'The Painter of Louvre G 539', 'prefix': 'Attributed to', 'personid': 54227, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Attributed to The Painter of Louvre G 539'}]",1,Classical period,1419.0,https://nrs.harvard.edu/urn-3:HUAM:764527,"Joseph Clark Hoppin, purchased in Rome, 1898; bequeathed to Fogg Art Museum, 1925.",3,51064,0,,Beazley Archive Database #217543,,Red-figure,Red-figure,7317.0,Pelike depicting Helen and Paris,1,166,131,https://www.harvardartmuseums.org/collections/object/292637,3,Good. Object is well described and information is vetted
